"APPID","CAT_COMP_1","CAT_COMP_2","GIFT_CAT_DESC","CAMPAIGN_CDE","FIN_AID_ELEMENT","MEM_HONOR_CDE","FUTURE_GOAL_1","FUTURE_GOAL_2","FUTURE_GOAL_3","FUTURE_GOAL_4","FUTURE_GOAL_5","FUND_GOAL_AMT","ANNUAL_GOAL_AMT","FUND_TYPE","TOT_XFER_TO_BU","INC_INT_GENERATED","GIVING_CLUB_CDE","DESIGNATION_CDE","CASH_ACCT_CDE","CASH_GL_MASTER_APPID","REV_ACCT_CDE","REV_GL_MASTER_APPID","ASSET_ACCT_CDE","ASSET_GL_MASTER_APPID","LIAB_ACCT_CDE","LIAB_GL_MASTER_APPID","CASE_GROUP","CASE_LINE_NUM","FOLIO","CHARITABLE_FLAG","VALID_UNTIL_DTE","ACTION_REQ_FLAG","REQ_ACTION_DONE","GL_EXPECTED","GL_REVENUE","RANGE_1_LIMIT","RANGE_2_LIMIT","RANGE_3_LIMIT","RANGE_4_LIMIT","RANGE_5_LIMIT","RANGE_6_LIMIT","RANGE_7_LIMIT","RANGE_8_LIMIT","RANGE_9_LIMIT","RANGE_10_LIMIT","RANGE_11_LIMIT","RANGE_12_LIMIT","RANGE_1_NUM","RANGE_1_AMT","RANGE_2_NUM","RANGE_2_AMT","RANGE_3_NUM","RANGE_3_AMT","RANGE_4_NUM","RANGE_4_AMT","RANGE_5_NUM","RANGE_5_AMT","RANGE_6_NUM","RANGE_6_AMT","RANGE_7_NUM","RANGE_7_AMT","RANGE_8_NUM","RANGE_8_AMT","RANGE_9_NUM","RANGE_9_AMT","RANGE_10_NUM","RANGE_10_AMT","RANGE_11_NUM","RANGE_11_AMT","RANGE_12_NUM","RANGE_12_AMT","CASH_GIFT_NUM","CASH_GIFT_AMT","PROMISE_NUM","PROMISE_AMT","PROMISE_PMT_NUM","PROMISE_PMT_AMT","MATCH_GIFT_NUM","MATCH_GIFT_AMT","MATCH_PMT_NUM","MATCH_PMT_AMT","SOFT_CREDIT_NUM","SOFT_CREDIT_AMT","NON_CASH_NUM","NON_CASH_AMT","GIFTS_NUM","GIFTS_AMT","DEFER_NUM","DEFER_AMT","DEFER_PMT_NUM","DEFER_PMT_AMT","DON_RESTR_NUM","DON_RESTR_AMT","ORG_RESTR_NUM","ORG_RESTR_AMT","FIRST_GIFT_DTE","FIRST_GIFT_AMT","LAST_GIFT_DTE","LAST_GIFT_AMT","LARGEST_GIFT_DTE","LARGEST_GIFT_AMT","SMALLEST_GIFT_DTE","SMALLEST_GIFT_AMT","ALT_DESIGNATION_CD","ONLINE_GIVING_AVAIL","ONLINE_GIVING_DESC","PROJECT_CODE","APPROWVERSION","USER_NAME","JOB_NAME","JOB_TIME"
"26","ACADE","10204","ansch","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","01   0000 100  1220","5509","05   2019 430  4336","8479","05   0000 110  1017","8086","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","700.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","700.00","0","0.00","0","0.00","0","0.00","0","0.00","6/23/2015 4:13:13 PM","300.00","7/28/2015 4:04:42 PM","50.00","6/29/2015 12:46:15 PM","300.00","6/23/2015 4:13:13 PM","50.00","","N","","","System.Byte[]","drlynch","w_gift_category_list","8/18/2020 2:16:35 PM"
"27","ACADE","40000","Carmen Rosario Battle Spanish Award","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   1902 430  4320","5096","01   0000 110  1017","5512","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","6","12400.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","6","12400.00","0","0.00","0","0.00","0","0.00","0","0.00","6/4/2014 3:41:35 PM","250.00","12/31/2017 12:00:00 AM","3000.00","12/31/2017 12:00:00 AM","3000.00","6/5/2014 4:07:03 PM","150.00","","N","","","System.Byte[]","mtallen","w_gift_entry","1/8/2018 1:09:11 PM"
"28","ACADE","40003","Project Stop Now","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","01   0000 100  1220","5509","01   0000 210  2167","5705","01   0000 210  2167","5705","","","A","00","","Y","12/31/2999 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","11/28/2006 2:54:39 PM","2000.00","11/28/2006 2:54:39 PM","2000.00","11/28/2006 2:54:39 PM","2000.00","11/28/2006 2:54:39 PM","2000.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 5:03:51 PM"
"29","ACADE","40004","The American Society for Cell Biology Grant","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  2193","2551","02   0000 110  1017","2164","","","A","00","","Y","7/1/2020 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"30","ACADE","40202","Wal-Mart College Success Award Grant","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  2191","2549","02   0000 110  1017","2164","","","A","00","","Y","6/30/2030 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"31","ACADE","40500","Student Affairs General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1225","9740","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","28","5456.01","0","0.00","0.00","0.00","0","0.00","0","0.00","5","1075.00","0","0.00","28","5456.01","0","0.00","0","0.00","0","0.00","0","0.00","12/13/2006 2:30:34 PM","50.00","10/21/2020 3:46:51 PM","832.00","9/25/2019 8:26:26 AM","2000.00","11/28/2016 12:03:06 PM","5.00","","N","","","System.Byte[]","drlynch","w_gift_entry","10/21/2020 3:49:18 PM"
"32","ACADE","40550","Student Affairs In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","3000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","4","15141.51","5","16022.23","6","19022.23","0","0.00","0","0.00","0","0.00","0","0.00","12/14/2011 1:14:32 PM","450.00","8/4/2022 12:00:00 AM","3000.00","12/28/2011 12:00:00 AM","10501.51","12/14/2011 1:14:32 PM","450.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","8/16/2022 12:57:04 PM"
"33","ACADE","40600","Business Affairs General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:04:56 PM"
"34","ACADE","40650","Business Affairs In-Kind Gift","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","21.65","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","21.65","0","0.00","0","0.00","0","0.00","0","0.00","4/26/2016 9:03:05 AM","21.65","4/26/2016 9:03:05 AM","21.65","4/26/2016 9:03:05 AM","21.65","4/26/2016 9:03:05 AM","21.65","","N","","","System.Byte[]","MTALLEN","w_gift_entry","4/26/2016 10:40:52 AM"
"35","ACADE","40700","Facilities General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1225","9740","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","8","3898.00","0","0.00","0.00","0.00","0","0.00","0","0.00","1","1000.00","0","0.00","8","3898.00","0","0.00","0","0.00","0","0.00","0","0.00","10/17/2005 8:51:43 AM","300.00","6/20/2018 12:00:00 AM","48.00","5/20/2014 4:01:03 PM","1000.00","6/20/2018 12:00:00 AM","48.00","","N","","","System.Byte[]","drlynch","w_gift_entry","7/5/2018 5:16:04 PM"
"36","ACADE","40750","Facilities In-Kind Gift","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","5","4346.90","3","2213.45","3","2213.45","0","0.00","0","0.00","0","0.00","0","0.00","12/21/2011 11:17:40 AM","1230.45","5/2/2016 4:29:19 PM","903.00","12/21/2011 11:17:40 AM","1230.45","1/20/2016 9:26:19 AM","80.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","5/3/2016 8:05:32 AM"
"37","ACADE","40800","Library General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1225","9740","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","107","76680.50","0","0.00","0.00","0.00","0","0.00","0","0.00","64","37600.00","0","0.00","107","76680.50","0","0.00","0","0.00","0","0.00","0","0.00","7/25/2000 12:00:00 AM","100.00","6/18/2020 6:32:29 PM","50.00","2/18/2020 3:21:28 PM","5000.00","3/19/2020 3:01:35 PM","15.00","","N","","","System.Byte[]","drlynch","w_gift_entry","6/18/2020 6:35:36 PM"
"38","ACADE","40801","Library - Named Opportunity","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  2164","2533","02   0000 110  1017","2164","","","A","00","","Y","12/31/2999 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100000.00","1","100000.00","1","100000.00","0","0.00","0","0.00","11/4/2005 10:20:44 AM","100000.00","11/4/2005 10:20:44 AM","100000.00","11/4/2005 10:20:44 AM","100000.00","11/4/2005 10:20:44 AM","100000.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:50:48 PM"
"39","ACADE","40850","Library In-Kind Gift","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","1","112000.00","1","112000.00","0","0.00","0","0.00","0","0.00","0","0.00","6/5/2014 9:25:56 AM","112000.00","6/5/2014 9:25:56 AM","112000.00","6/5/2014 9:25:56 AM","112000.00","6/5/2014 9:25:56 AM","112000.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","6/11/2015 2:54:57 PM"
"40","ACADE","40900","Wiley Management Institute General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:04:56 PM"
"41","ACADE","40950","Wiley Management Institute In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","1","748.20","1","748.20","0","0.00","0","0.00","0","0.00","0","0.00","2/28/2002 12:00:00 AM","748.20","2/28/2002 12:00:00 AM","748.20","2/28/2002 12:00:00 AM","748.20","2/28/2002 12:00:00 AM","748.20","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/19/2011 8:33:03 AM"
"42","ACADE","40956","Beta Biological Honor Society","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","05","05   0000 100  1240","5460","05   2404 430  4336","8244","05   0000 110  1017","8086","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","500.00","0","0.00","0.00","0.00","0","0.00","0","0.00","1","500.00","0","0.00","1","500.00","0","0.00","0","0.00","0","0.00","0","0.00","4/22/2015 3:05:13 PM","500.00","4/22/2015 3:05:13 PM","500.00","4/22/2015 3:05:13 PM","500.00","4/22/2015 3:05:13 PM","500.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","4/22/2015 3:07:09 PM"
"43","ACADE","41000","Academics General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1225","9740","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","15","26810.00","0","0.00","0.00","0.00","0","0.00","0","0.00","3","1020.00","1","394.88","17","109704.88","0","0.00","1","82500.00","0","0.00","0","0.00","2/27/2007 4:04:46 PM","82500.00","4/4/2022 2:02:51 PM","500.00","2/27/2007 4:04:46 PM","82500.00","2/11/2015 4:37:37 PM","20.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","5/4/2022 3:49:37 PM"
"44","ACADE","41050","Academics In-Kind Gift","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1.00","864.20","0","0.00","0","0.00","1","1000.00","14","5887.54","15","6751.74","0","0.00","0","0.00","0","0.00","0","0.00","9/13/2013 9:58:47 AM","50.00","2/17/2020 4:52:51 PM","300.00","11/8/2013 11:40:48 AM","21400.00","12/19/2014 12:05:06 PM","25.00","","N","","","System.Byte[]","drlynch","w_gift_entry","2/17/2020 5:01:31 PM"
"45","ACADE","41350","Art Department In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/19/2011 8:33:03 AM"
"46","ACADE","41400","Science Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","7","8519.00","0","0.00","0.00","0.00","0","0.00","0","0.00","5","1550.00","0","0.00","7","8519.00","0","0.00","0","0.00","0","0.00","0","0.00","5/6/2004 2:15:01 PM","2469.00","2/26/2018 12:26:24 PM","500.00","7/31/2006 11:47:54 AM","4500.00","12/11/2013 12:00:00 AM","250.00","","N","","","System.Byte[]","mtallen","w_gift_entry","2/27/2018 9:40:29 AM"
"47","ACADE","41401","UNCF SEEDS Grant, Science Department","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 420  4374","2524","02   0000 110  1017","2164","","","A","00","","Y","12/31/2099 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","30000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","30000.00","0","0.00","0","0.00","0","0.00","0","0.00","2/21/2003 12:00:00 AM","10000.00","10/8/2004 11:25:54 AM","10000.00","10/8/2004 11:25:54 AM","10000.00","2/21/2003 12:00:00 AM","10000.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:35:22 PM"
"48","ACADE","41450","Science Department In-Kind Gift","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_cat_detail","1/16/2014 8:24:24 AM"
"49","ACADE","41500","Computer Science Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:11:28 PM"
"50","ACADE","41550","Computer Science Department In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/19/2011 8:33:03 AM"
"51","ACADE","41600","Criminal Justice General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","4135.75","0","0.00","1.00","1000.00","0","0.00","0","0.00","2","1500.00","0","0.00","4","5135.75","0","0.00","0","0.00","0","0.00","0","0.00","8/19/2002 2:35:45 PM","13000.00","11/3/2015 8:11:02 AM","500.00","8/19/2002 2:35:45 PM","13000.00","11/3/2015 8:11:02 AM","500.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","11/3/2015 2:51:20 PM"
"52","ACADE","41650","Criminal Justice In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","3","205.21","2","135.21","2","135.21","0","0.00","0","0.00","0","0.00","0","0.00","11/17/2014 11:58:24 AM","65.21","5/2/2016 4:29:19 PM","70.00","5/2/2016 4:29:19 PM","70.00","11/17/2014 11:58:24 AM","65.21","","N","","","System.Byte[]","MTALLEN","w_gift_entry","5/2/2016 4:34:04 PM"
